List Size, Benchmark
1000000,0
2000000,0.000999689
3000000,0.001001596
4000000,0.001994371
5000000,0.00299263
6000000,0.001987934
7000000,0.002993107
8000000,0.002990961
9000000,0.003987551
10000000,0.00599575
11000000,0.004958391
12000000,0.005988836
13000000,0.00698781
14000000,0.005980492
15000000,0.00699544
16000000,0.005987644
17000000,0.007007599
18000000,0.008002996
19000000,0.009078741
20000000,0.008041143
