List Size, Benchmark
999998,0
1999998,0.000992298
2999998,0.001054764
3999998,0.00199461
4999998,0.002022266
5999998,0.001995325
6999998,0.002993345
7999998,0.002994537
8999998,0.003989458
9999998,0.004001617
10999998,0.004946709
11999998,0.004949331
12999998,0.006948471
13999998,0.00604701
14999998,0.006956339
15999998,0.006945372
16999998,0.006011486
17999998,0.00797987
18999998,0.006984234
19999998,0.009016991
